,Sentiment,Date
0,-0.019916666666666666,2019-07-01
1,0.018469696969696973,2019-07-02
2,0.02063131313131313,2019-07-03
3,-0.03755050505050504,2019-07-04
4,-0.014570707070707067,2019-07-05
5,0.15342171717171718,2019-07-07
6,-0.0012234848484848453,2019-07-08
7,0.010789141414141414,2019-07-09
8,0.09701136363636365,2019-07-10
9,0.013840909090909103,2019-07-11
10,0.08596969696969696,2019-07-13
11,0.07181054593554594,2019-07-15
12,0.006856060606060613,2019-07-16
13,-0.1123068181818182,2019-07-17
14,0.005643939393939394,2019-07-18
15,0.011797979797979802,2019-07-19
16,0.04340909090909091,2019-07-22
17,0.0026136363636363583,2019-07-23
18,0.07298484848484849,2019-07-24
19,0.01034090909090909,2019-07-25
20,0.033534090909090916,2019-07-27
21,-0.023302669552669554,2019-07-28
22,0.047462121212121205,2019-07-29
23,-0.03610479797979799,2019-07-30
24,-0.06430555555555555,2019-07-31
25,-0.07974347643097641,2019-08-01
26,-0.00830808080808081,2019-08-03
27,-0.007446428571428567,2019-08-04
28,0.03681818181818182,2019-08-05
29,-0.14832070707070705,2019-08-06
30,0.025588383838383837,2019-08-07
31,-0.030214646464646465,2019-08-08
32,-0.01635416666666667,2019-08-09
33,0.05018578643578644,2019-08-11
34,0.05341224747474749,2019-08-12
35,0.013151515151515154,2019-08-13
36,0.04227272727272727,2019-08-14
37,0.011136363636363635,2019-08-16
38,-0.023674242424242428,2019-08-17
39,-0.06881060606060606,2019-08-19
40,0.06537878787878787,2019-08-20
41,0.05225378787878787,2019-08-21
42,-0.000772727272727275,2019-08-22
43,0.03534848484848485,2019-08-23
44,-0.07812500000000001,2019-08-25
45,0.004761904761904761,2019-08-26
46,-0.0033095238095237982,2019-08-27
47,-0.0061818181818181885,2019-08-28
48,-0.053181818181818184,2019-08-29
49,0.03299242424242425,2019-08-30
50,-0.006181818181818182,2019-08-31
51,-0.04154545454545454,2019-09-01
52,0.028111471861471858,2019-09-02
53,0.08886363636363637,2019-09-03
54,-0.06199494949494949,2019-09-04
55,0.07188636363636364,2019-09-05
56,-0.025012626262626264,2019-09-07
57,0.051083333333333335,2019-09-09
58,0.03311616161616161,2019-09-10
59,0.14574747474747474,2019-09-11
60,-0.034506155303030306,2019-09-12
61,0.05848484848484847,2019-09-14
62,0.07872294372294372,2019-09-15
63,0.06917207792207794,2019-09-16
64,0.001616161616161614,2019-09-17
65,-0.07777777777777778,2019-09-18
66,0.02676136363636364,2019-09-19
67,-0.010132575757575748,2019-09-20
68,0.03919949494949495,2019-09-22
69,0.050763888888888886,2019-09-23
70,0.04585227272727273,2019-09-24
71,-0.037626262626262626,2019-09-25
72,0.01884680134680134,2019-09-26
73,0.10358585858585859,2019-09-27
74,0.05832611832611832,2019-09-28
75,0.028225108225108226,2019-09-29
76,0.023636363636363632,2019-09-30
77,-0.06045454545454546,2019-10-01
78,-0.010217171717171713,2019-10-02
79,-0.09164141414141415,2019-10-03
80,-0.03237373737373738,2019-10-04
81,-0.05270202020202021,2019-10-06
82,-0.050050505050505054,2019-10-07
83,0.013468013468013467,2019-10-08
84,0.03977272727272727,2019-10-09
85,0.07002525252525253,2019-10-10
86,0.02291666666666667,2019-10-11
87,0.00931818181818182,2019-10-12
